id;MAX;AVG
10941160;549;243
10941161;512;263
10941163;2192;318
10941165;106;27
10941166;112;26
10941170;26;17
10941171;586;238
10941173;346;197
10941174;218;149
10941176;106;28
10941180;128;28
10941185;122;26
10941194;181;147
10941200;1077;560
10941202;1082;530
10941207;1050;510
10941211;848;462
10941217;906;498
10941219;970;523
10941220;1088;565
10941221;1093;566
10941222;128;30
10941227;826;405
10941228;805;418
10941229;858;437
10941230;949;449
10941233;1717;514
10941236;842;407
10941237;821;381
10941238;592;223
10941239;1024;469
10941242;277;42
10941245;474;197
10941246;586;241
10941247;469;241
10941248;1184;360
10941252;474;364
10941255;117;27
10941257;602;248
10941263;117;25
10941265;101;25
10941266;112;27
10941270;32;22
10941276;37;21
10941280;32;18
10941285;80;27
10941292;74;28
10941304;90;28
10941326;37;18
10941332;106;68
10941336;384;246
10941339;3397;701
10941342;496;238
10941343;122;28
10941347;170;75
10941348;1040;430
10941353;1392;566
10941358;1077;522
10941362;1152;551
10941363;1141;521
10941364;1178;569
10941366;1157;595
10941369;1114;546
10941371;1168;592
10941372;1200;606
10941374;1157;537
10941377;1221;546
10941378;1146;514
10941380;218;138
10941386;101;26
10941388;128;26
10941392;442;212
10941397;949;418
10941406;1056;463
10941408;1002;460
10941419;1050;493
10941425;1125;482
10941431;922;472
10941439;1088;453
10941455;618;256
10941462;682;291
10941464;730;288
10941472;501;267
10941476;517;258
10941479;746;278
10941480;645;276
10941481;613;268
10941487;336;247
10941489;96;27
10941492;101;28
10941494;112;30
10941504;48;24
10941506;90;24
10941513;96;31
10941525;64;26
10941534;26;20
10941537;80;29
10941539;90;34
10941545;26;17
10941550;64;23
10941556;53;23
10941562;80;20
10941570;538;211
10941572;1376;318
10941573;506;232
10941575;661;245
10941576;789;257
10941577;432;209
10941582;805;213
10941583;650;213
10941585;874;282
10941590;581;251
10941594;464;210
10941597;501;214
10941599;405;192
10941604;576;209
10941606;688;277
10941607;437;276
10941608;512;276
10941616;1114;523
10941621;1184;568
10941623;1322;575
10941624;1189;612
10941626;1152;608
10941627;1285;593
10941632;1168;563
10941635;1077;515
10941636;1072;554
10941640;1264;600
10941642;1114;542
10941643;1162;578
10941645;1226;598
10941650;133;71
10941652;112;29
10941654;122;28
10941655;549;298
10941656;1034;475
10941661;906;488
10941662;1002;484
10941663;880;452
10941664;976;443
10941668;997;460
10941670;1082;491
10941671;1258;499
10941672;992;499
10941673;938;463
10941677;890;462
10941678;1088;469
10941679;1056;498
10941680;922;485
10941684;2992;561
10941686;560;239
10941687;645;302
10941688;618;340
10941692;720;331
10941694;837;337
10941695;512;259
10941696;570;279
10941697;517;260
10941701;762;299
10941702;181;63
10941703;2410;527
10941704;618;222
10941708;757;225
10941710;490;203
10941711;560;246
10941715;544;203
10941717;565;219
10941718;757;372
10941719;490;241
10941720;640;295
10941724;986;522
10941726;1050;538
10941727;1008;575
10941728;1018;526
10941729;949;506
10941731;1104;509
10941733;277;142
10941734;181;84
10941735;1045;536
10941737;1488;526
10941740;960;437
10941742;576;215
10941744;661;214
10941746;720;237
10941747;352;179
10941750;656;219
10941752;496;225
10941754;602;245
10941755;592;284
10941759;677;312
10941760;325;201
10941761;101;26
10941762;106;27
10941764;106;26
10941766;112;26
10941768;80;28
10941770;26;22
10941776;48;21
10941778;80;25
10941782;85;26
10941793;90;26
10941796;74;28
10941801;69;26
10941810;74;26
10941832;96;28
10941833;48;22
10941843;218;83
10941846;565;222
10941848;448;224
10941850;437;206
10941852;298;183
10941854;1189;566
10941857;1194;573
10941860;1274;577
10941862;1269;565
10941863;1280;523
10941866;1120;564
10941868;1365;646
10941871;1274;627
10941875;1157;579
10941877;1077;537
10941878;1082;568
10941879;1264;568
10941882;1296;613
10941888;160;88
10941890;101;31
10941896;101;28
10941901;42;24
10941903;32;20
10941908;96;28
10941915;85;28
10941924;101;30
10941926;922;403
10941928;858;400
10941931;997;461
10941932;848;386
10941935;117;27
10941938;128;27
10941939;112;26
10941961;26;24
10941977;26;19
10941981;117;36
10941993;26;21
10941996;37;22
10942000;42;25
10942009;32;23
10942013;74;29
10942015;58;23
10942018;26;23
10942021;90;28
10942026;106;28
10942028;26;22
10942030;32;19
10942033;96;26
10942037;37;23
10942041;37;23
10942043;37;22
10942065;90;26
10942074;122;26
10942098;64;22
10942111;117;30
10942126;32;21
10942137;74;22
10942145;85;25
10942157;672;321
10942163;122;28
10942177;901;423
10942181;853;380
10942185;837;338
10942190;533;202
10942200;837;445
10942201;896;487
10942204;757;327
10942205;704;231
10942206;586;232
10942210;288;154
10942212;170;98
10942214;122;28
10942215;106;28
10942220;42;22
10942225;48;21
10942229;80;26
10942233;58;25
10942236;32;21
10942240;32;21
10942244;106;26
10942246;37;21
10942248;37;22
10942251;53;24
10942255;64;23
10942259;85;29
10942261;32;19
10942263;32;22
10942266;96;24
10942273;112;33
10942277;26;21
10942285;325;289
10942288;506;241
10942290;672;247
10942293;693;291
10942296;464;212
10942299;576;220
10942301;618;251
10942302;309;254
10942305;117;26
10942308;128;27
10942319;37;18
10942320;32;22
10942323;58;23
10942328;458;198
10942330;490;168
10942331;517;206
10942333;650;228
10942336;554;242
10942338;512;245
10942342;560;259
10942346;746;287
10942350;512;223
10942353;826;234
10942355;928;203
10942359;570;192
10942363;357;180
10942370;752;423
10942372;1184;604
10942374;1109;527
10942375;1061;535
10942377;1296;550
10942384;1312;634
10942386;1136;547
10942389;122;30
10942393;746;375
10942394;762;356
10942395;1258;483
10942398;960;464
10942400;1072;444
10942403;826;439
10942405;960;458
10942407;1296;363
10942408;469;235
10942410;752;254
10942412;672;272
10942413;512;250
10942415;560;222
10942416;720;290
10942417;938;333
10942419;2538;195
10942421;528;244
10942423;704;241
10942426;528;208
10942428;560;212
10942430;693;222
10942432;650;256
10942434;250;148
10942435;1253;527
10942436;1061;493
10942438;432;188
10942440;672;232
10942444;704;244
10942445;890;415
10942446;965;419
10942449;880;430
10942451;618;286
10942454;448;217
10942456;821;266
10942459;469;232
10942460;538;242
10942462;602;218
10942463;672;261
10942465;512;249
10942466;720;308
10942468;864;342
10942471;629;255
10942473;154;89
10942476;106;27
10942477;122;28
10942478;101;25
10942482;37;19
10942484;26;22
10942486;96;31
10942495;74;22
10942508;32;18
10942516;26;22
10942526;69;26
10942538;37;19
10942548;85;30
10942562;224;159
10942566;688;364
10942571;506;257
10942575;501;247
10942583;634;277
10942587;666;250
10942591;698;261
10942595;581;256
10942599;704;297
10942604;640;266
10942608;554;250
10942609;640;265
10942612;1072;379
10942614;112;27
10942616;128;27
10942617;122;27
10942619;128;25
10942621;106;27
10942627;90;25
10942639;32;20
10942642;106;32
10942646;106;33
10942650;240;149
10942652;709;244
10942660;464;199
10942663;592;238
10942669;474;243
10942673;506;211
10942674;512;218
10942682;688;257
10942684;469;198
10942687;704;242
10942690;688;232
10942691;629;264
10942692;837;242
10942694;698;220
10942696;618;247
10942698;602;238
10942699;565;232
10942700;426;190
10942703;309;148
10942704;816;298
10942708;1205;601
10942709;1194;629
10942710;1290;572
10942715;1477;619
10942716;1392;587
10942719;1120;552
10942721;122;29
10942722;112;28
10942735;320;253
10942737;1616;478
10942739;869;446
10942745;944;441
10942749;1018;441
10942753;1221;467
10942756;1061;435
10942759;1109;468
10942762;1029;487
10942766;928;448
10942770;853;427
10942773;1173;443
10942779;1141;507
10942782;1242;500
10942789;544;230
10942792;554;249
10942797;394;177
10942800;730;337
10942806;608;266
10942810;549;260
10942814;549;251
10942818;794;316
10942826;117;28
10942830;117;27
10942832;96;26
10942843;32;24
10942846;32;22
10942849;37;21
10942854;74;31
10942867;90;28
10942870;101;25
10942875;69;26
10942877;826;256
10942878;1514;301
10942880;677;222
10942883;704;238
10942884;453;203
10942885;826;279
10942886;490;216
10942888;1045;319
10942891;517;214
10942892;448;199
10942895;565;248
10942896;117;28
10942897;1146;603
10942901;1114;575
10942905;1200;599
10942906;1402;607
10942907;1258;578
10942908;1189;544
10942912;1168;537
10942939;74;25
10942948;80;26
10942961;58;19
10942973;106;29
10942974;112;27
10942978;282;200
10942980;1045;456
10942981;970;508
10942984;1008;523
10942986;117;28
10942989;112;29
10942993;890;392
10942998;976;428
10942999;832;387
10943002;1082;486
10943003;1061;503
10943004;965;482
10943009;736;278
10943010;341;217
10943012;693;301
10943015;586;267
10943017;581;260
10943021;597;273
10943023;629;253
10943025;672;309
10943029;618;253
10943032;773;296
10943034;682;288
10943037;544;276
10943039;576;270
10943042;533;257
10943043;522;269
10943044;581;261
10943047;213;134
10943049;122;26
10943051;112;29
10943053;101;30
10943057;2037;298
10943064;426;209
10943065;794;223
10943067;634;233
10943072;229;118
10943074;122;29
10943080;101;27
10943081;122;26
10943082;282;192
10943087;528;237
10943088;757;246
10943093;389;194
10943095;1104;569
10943096;1130;562
10943119;1066;571
10943123;1152;544
10943126;1322;509
10943130;144;74
10943140;112;28
10943146;480;389
10943151;1050;465
10943154;853;424
10943157;890;426
10943160;906;448
10943166;1184;501
10943173;981;460
10943177;997;450
10943185;1077;477
10943189;1066;461
10943196;650;260
10943200;688;340
10943204;474;211
10943208;490;254
10943212;688;288
10943216;762;295
10943218;789;341
10943222;773;348
10943227;618;266
10943231;656;277
10943237;640;262
10943239;554;244
10943243;512;236
10943246;725;284
10943247;624;302
10943248;800;323
10943250;650;274
10943251;570;245
10943253;677;260
10943254;1184;338
10943255;634;285
10943256;608;286
10943257;693;316
10943259;677;308
10943260;368;158
10943261;96;25
10943262;128;26
10943264;112;28
10943271;101;33
10943281;85;28
10943291;58;26
10943298;96;29
10943307;64;28
10943322;122;32
10943334;74;22
10943345;85;29
10943360;85;26
10943363;112;29
10943364;53;29
10943367;80;28
10943369;101;29
10943375;48;22
10943377;85;27
10943383;69;25
10943385;85;24
10943388;80;24
10943391;64;24
10943393;58;25
10943396;42;22
10943398;85;24
10943404;96;27
10943406;117;32
10943408;101;30
10943416;64;22
10943418;32;25
10943419;32;21
10943422;96;30
10943433;101;34
10943441;80;28
10943447;74;25
10943451;101;27
10943454;26;24
10943463;80;29
10943466;85;27
10943471;74;26
10943474;122;32
10943477;69;27
10943482;96;30
10943489;64;24
10943499;32;26
10943502;96;29
10943528;106;27
10943531;26;20
10943535;26;21
10943539;69;24
10943543;21;19
10943545;32;23
10943549;90;28
10943552;106;28
10943555;117;29
10943559;48;22
10943562;48;22
10943565;69;28
10943568;37;24
10943587;74;28
10943598;26;19
10943607;21;22
10943626;112;32
10943640;96;26
10943642;85;31
10943665;112;30
10943681;32;19
10943700;74;26
10943728;101;26
10943729;128;31
10943732;26;21
10943743;85;25
10943746;69;26
10943751;80;24
10943766;74;29
10943771;85;26
10943776;64;23
10943782;42;20
10943788;106;29
10943790;32;19
10943819;26;21
10943842;32;23
10943845;26;19
10943858;32;21
10943862;53;20
10943867;21;24
10943877;32;22
10943897;26;19
10943911;21;20
10943926;26;23
10943929;42;22
10943931;101;31
10943933;85;29
10943935;26;22
10943937;74;28
10943949;96;30
10943962;42;20
10943970;26;21
10943983;53;20
10944000;32;22
10944011;26;21
10944034;90;28
10944043;32;24
10944048;21;22
10944061;32;20
10944065;32;22
10944068;21;22
10944075;74;27
10944077;37;19
10944083;698;247
10944089;538;217
10944100;176;116
10944105;117;27
10944107;122;28
10944109;112;28
10944142;64;20
10944159;32;21
10944169;90;29
10944173;58;24
10944177;21;20
10944181;16;21
10944185;26;18
10944189;21;18
10944193;96;27
10944200;42;23
10944204;32;21
10944211;37;21
10944215;48;25
10944218;37;23
10944224;74;45
10944225;512;210
10944227;544;222
10944231;741;318
10944234;1098;518
10944237;1413;580
10944238;1114;582
10944239;1061;503
10944242;1397;588
10944245;1098;529
10944247;1146;546
10944248;1178;614
10944249;1317;586
10944252;1136;632
10944255;1029;529
10944257;1216;589
10944260;229;140
10944264;106;25
10944267;117;27
10944273;106;31
10944278;117;26
10944288;74;26
10944291;58;27
10944295;32;22
10944299;69;24
10944308;69;26
10944312;96;28
10944320;32;21
10944323;101;32
10944327;26;17
10944330;37;18
10944335;74;24
10944338;85;27
10944341;32;16
10944344;26;23
10944346;26;18
10944349;122;31
10944353;26;21
10944355;74;29
10944358;48;22
10944362;90;27
10944367;85;32
10944369;26;20
10944374;64;25
10944377;26;19
10944383;74;27
10944388;53;23
10944455;74;26
10944463;53;24
10944479;32;18
10944485;26;23
10944492;26;25
10944497;53;24
10944502;53;29
10944504;480;197
10944506;1328;184
10944509;538;187
10944511;981;199
10944517;778;365
10944522;789;383
10944523;944;394
10944525;245;178
10944526;101;26
10944531;117;30
10944534;133;28
10944599;186;154
10944609;730;353
10944614;949;362
10944619;394;193
10944620;528;210
10944622;832;314
10944625;960;447
10944629;842;449
10944632;837;426
10944634;880;437
10944637;784;409
10944638;757;255
10944641;554;218
10944642;549;226
10944644;464;221
10944646;426;218
10944649;533;244
10944651;442;221
10944653;624;259
10944657;832;271
10944659;432;232
10944660;432;225
10944661;602;254
10944663;560;254
10944665;586;222
10944667;613;262
10944670;768;297
10944671;224;140
10944673;112;30
10944677;2250;435
10944678;1813;475
10944680;933;442
10944682;640;237
10944684;549;250
10944686;720;265
10944687;165;71
10944692;106;30
10944693;101;30
10944694;373;91
10944698;645;222
10944699;405;194
10944700;469;198
10944703;448;213
10944705;624;249
10944709;613;250
10944710;501;183
10944711;576;231
10944715;314;204
10944717;970;389
10944720;794;380
10944722;768;383
10944723;890;410
10944724;234;147
10944726;122;28
10944728;117;26
10944729;117;29
10944730;320;128
10944733;661;300
10944735;1285;249
10944736;736;343
10944737;810;295
10944740;672;331
10944741;570;189
10944742;341;202
10944744;485;251
10944745;752;278
10944746;677;272
10944749;672;261
10944751;752;271
10944752;554;257
10944753;576;256
10944756;581;244
10944758;325;188
10944759;101;27
10944760;117;27
10944764;112;28
10944781;58;25
10944793;53;24
10944795;69;23
10944801;26;20
10944802;26;22
10944803;96;32
10944804;85;28
10944805;128;30
10944807;37;22
10944808;53;25
10944810;101;29
10944811;69;26
10944815;112;31
10944827;32;21
10944839;106;28
10944844;112;31
10944859;112;30
10944861;154;81
10944865;474;203
10944867;501;203
10944868;1056;311
10944869;608;240
10944870;138;69
10944873;112;29
10944876;949;177
10944877;117;53
10944878;106;28
10944879;112;28
10944884;1189;207
10944885;528;248
10944886;570;222
10944889;634;196
10944891;720;278
10944892;842;269
10944893;757;308
10944897;805;341
10944901;896;392
10944903;309;200
10944904;1968;273
10944907;730;256
10944909;842;307
10944910;720;259
10944912;581;255
10944916;672;341
10944917;661;286
10944918;485;237
10944920;522;214
10944922;912;299
10944926;762;291
10944928;576;267
10944932;464;250
10944933;554;279
10944934;549;225
10944937;469;227
10944940;677;247
10944941;848;291
10944942;570;285
10944943;805;298
10944945;608;257
10944946;1797;296
10944947;117;32
10944950;101;29
10944951;229;47
10944952;634;279
10944954;581;262
10944956;1450;288
10944957;746;330
10944959;336;270
10944961;128;65
10944963;2122;364
10944964;480;221
10944965;650;252
10944967;485;202
10944969;437;223
10944972;112;28
10944976;122;29
10944983;90;25
10944991;85;31
10944996;106;29
10945005;37;22
10945010;85;29
10945015;96;32
10945020;90;28
10945027;85;31
10945032;106;30
10945035;80;29
10945042;69;25
10945047;64;26
10945051;85;29
10945058;74;29
10945065;80;26
10945072;85;27
10945078;96;33
10945083;80;30
10945089;74;26
10945093;69;25
10945099;74;29
10945103;74;23
10945108;64;24
10945114;90;29
10945119;69;26
10945126;112;29
10945132;64;24
10945137;96;30
10945143;42;24
10945144;341;175
10945147;816;250
10945149;469;217
10945152;538;236
10945156;480;219
10945158;485;215
10945160;240;135
10945163;666;290
10945166;1274;614
10945168;1045;529
10945171;1130;572
10945173;1146;558
10945175;1125;552
10945177;1205;576
10945178;1125;569
10945180;1157;600
10945185;1264;533
10945187;1221;547
10945188;1168;588
10945189;1104;574
10945190;1061;526
10945192;1264;591
10945201;1146;536
10945208;1098;559
10945212;1178;570
10945218;1312;519
10945227;106;28
10945232;122;29
10945254;74;27
10945285;106;30
10945301;85;25
10945328;32;21
10945341;117;29
10945357;80;24
10945372;21;21
10945392;74;26
10945399;112;53
10945403;656;375
10945404;986;458
10945405;762;433
10945406;746;387
10945412;661;248
10945414;432;210
10945416;128;28
10945423;112;27
10945427;117;26
10945428;138;27
10945434;106;28
10945441;106;25
10945443;85;28
10945449;96;34
10945454;96;30
10945458;69;26
10945466;53;21
10945470;106;32
10945483;90;27
10945490;101;31
10945495;85;26
10945498;112;31
10945501;26;25
10945507;37;23
10945514;32;21
10945520;26;24
10945522;69;23
10945525;21;22
10945540;90;31
10945548;85;30
10945563;80;27
10945577;53;26
10945594;48;24
10945612;112;37
10945625;112;34
10945643;197;105
10945644;373;165
10945650;880;458
10945657;928;443
10945662;954;448
10945664;810;322
10945671;666;268
10945674;490;224
10945676;512;223
10945679;624;271
10945682;693;305
10945684;928;391
10945685;864;431
10945687;1050;449
10945690;800;421
10945693;517;233
10945697;122;27
10945699;122;27
10945704;26;24
10945707;234;155
10945709;474;246
10945710;624;284
10945713;560;259
10945715;501;248
10945720;165;95
10945721;112;27
10945725;37;24
10945727;138;29
10945732;117;29
10945736;106;29
10945741;96;28
10945770;85;30
10945775;69;24
10945780;90;28
10945785;90;23
10945790;69;28
10945798;96;33
10945805;117;28
10945810;48;25
10945814;69;24
10945819;32;20
10945824;85;30
10945832;69;28
10945840;53;24
10945847;85;29
10945852;90;31
10945866;21;19
10945872;112;28
10945880;90;28
10945887;90;29
10945894;64;25
10945897;80;28
10945905;58;25
10945912;42;29
10945918;2170;323
10945922;581;230
10945925;426;188
10945932;469;190
10945934;576;206
10945939;565;232
10945951;656;262
10945954;581;244
10945958;549;211
10945962;186;120
10945965;656;326
10945967;549;244
10945971;1093;499
10945978;1040;532
10945983;1109;610
10945986;202;135
10945990;101;26
10945994;581;277
10946002;1109;547
10946006;1029;544
10946009;1152;563
10946013;1152;553
10946016;1136;541
10946023;1034;522
10946026;1296;563
10946031;1274;632
10946036;1168;518
10946040;1136;603
10946041;640;312
10946047;213;145
10946053;640;282
10946058;1072;523
10946063;490;91
10946070;122;26
10946102;21;19
10946111;234;155
10946115;1184;554
10946119;1088;533
10946123;1258;558
10946130;101;26
10946136;112;25
10946140;112;27
10946160;58;25
10946177;69;21
10946188;96;33
10946194;96;32
10946201;101;27
10946207;101;24
10946212;96;29
10946218;69;29
10946219;304;161
10946223;789;300
10946227;912;392
10946228;720;291
10946233;128;28
10946235;117;27
10946238;112;26
10946241;32;21
10946243;48;24
10946245;96;25
10946249;117;32
10946253;85;27
10946257;32;20
10946261;26;19
10946263;80;28
10946267;64;26
10946271;32;21
10946275;48;24
10946277;106;29
10946281;112;32
10946283;112;29
10946287;37;24
10946290;69;23
10946293;96;29
10946295;48;24
10946298;80;23
10946300;106;29
10946303;32;19
10946305;21;19
10946308;69;26
10946311;53;27
10946313;32;25
10946315;26;22
10946318;58;22
10946321;74;27
10946324;90;28
10946327;85;27
10946330;101;29
10946333;101;28
10946336;53;23
10946339;106;29
10946344;32;23
10946347;58;25
10946359;21;19
10946380;32;22
10946390;74;27
10946401;32;22
10946408;64;27
10946424;37;24
10946445;32;21
10946447;85;23
10946449;80;28
10946451;48;23
10946453;53;26
10946454;53;25
10946455;58;24
10946462;816;399
10946465;704;409
10946473;832;426
10946477;805;311
10946480;704;278
10946484;757;222
10946491;949;377
10946496;1066;508
10946499;965;470
10946500;821;421
10946501;474;217
10946503;314;179
10946504;170;98
10946505;106;27
10946506;128;28
10946508;117;27
10946509;96;26
10946514;37;25
10946517;48;24
10946524;32;20
10946526;37;21
10946528;53;22
10946532;32;23
10946536;58;25
10946542;90;27
10946546;37;18
10946550;42;20
10946553;122;33
10946556;26;20
10946561;32;22
10946565;37;23
10946571;58;25
10946577;64;24
10946583;21;19
10946590;128;32
10946595;112;33
10946600;26;23
10946605;74;27
10946608;80;28
10946609;293;206
10946613;480;243
10946615;1024;413
10946616;1189;601
10946619;1088;579
10946622;1045;556
10946623;1317;557
10946627;1178;572
10946630;1237;551
10946632;1232;526
10946633;992;545
10946635;1258;553
10946637;1253;624
10946643;1072;533
10946647;1418;597
10946652;1194;543
10946653;1034;507
10946665;122;29
10946701;42;22
10946712;90;29
10946729;32;22
10946744;69;22
10946755;74;35
10946774;37;24
10946777;314;178
10946779;453;182
10946780;629;279
10946783;682;321
10946784;101;27
10946785;122;29
10946788;112;26
10946789;122;29
10946799;32;20
10946804;32;22
10946809;69;28
10946821;32;20
10946824;37;18
10946828;58;24
10946832;26;19
10946838;90;27
10946842;96;25
10946846;26;19
10946852;37;23
10946856;96;27
10946860;32;22
10946864;42;24
10946868;21;17
10946872;69;26
10946882;21;21
10946892;80;27
10946908;26;22
10946916;85;29
10946920;64;23
10946924;32;23
10946928;32;20
10946932;96;29
10946936;32;22
10946943;37;22
10946954;32;19
10946966;37;20
10946972;74;24
10946983;96;26
10946994;42;24
10947005;32;21
10947015;90;28
10947017;26;21
10947019;80;27
10947020;37;20
10947022;21;18
10947054;32;22
10947059;26;18
10947074;64;22
10947090;74;24
10947101;21;21
10947108;26;19
10947113;53;21
10947118;32;20
10947121;26;19
10947126;21;17
10947131;48;20
10947136;37;19
10947138;58;24
10947140;37;22
10947142;117;28
10947144;128;36
10947146;26;22
10947148;117;29
10947150;85;33
10947152;26;21
10947154;21;20
10947157;21;19
10947160;42;23
10947163;37;21
10947167;53;21
10947182;21;21
10947191;26;20
10947199;26;21
10947206;64;23
10947210;26;23
10947217;48;25
10947222;26;23
10947228;21;21
10947240;154;72
10947247;922;391
10947250;800;407
10947251;816;398
10947257;832;428
10947263;1248;356
10947265;933;329
10947268;608;271
10947270;864;432
10947273;842;412
10947277;848;426
10947281;944;432
10947287;858;414
10947291;1194;362
10947296;976;268
10947298;272;127
10947299;1018;239
10947302;373;173
10947307;752;286
10947309;725;271
10947310;682;308
10947315;112;28
10947318;101;29
10947319;1797;299
10947320;490;182
10947322;933;261
10947325;528;273
10947326;752;341
10947328;1066;514
10947330;1056;511
10947332;1008;491
10947334;1130;564
10947337;1205;561
10947338;1061;546
10947339;1018;515
10947340;938;490
10947344;1146;532
10947345;112;27
10947346;117;28
10947348;325;146
10947349;629;328
10947350;709;378
10947351;805;373
10947353;805;380
10947354;757;356
10947356;800;375
10947357;762;381
10947358;778;401
10947361;181;91
10947363;2501;564
10947367;512;277
10947368;549;256
10947369;656;269
10947370;533;254
10947371;480;225
10947372;1701;475
10947373;90;28
10947376;21;20
10947380;48;25
10947382;101;26
10947384;53;24
10947388;202;160
10947390;938;389
10947391;698;282
10947392;565;251
10947394;672;234
10947395;720;284
10947396;640;247
10947398;544;245
10947399;234;138
10947401;96;25
10947402;106;28
10947405;117;28
10947407;21;21
10947412;533;249
10947413;346;167
10947415;570;281
10947417;101;27
10947418;117;28
10947419;106;27
10947420;128;29
10947423;112;29
10947424;90;29
10947440;101;31
10947442;101;24
10947448;80;25
10947452;80;29
10947457;48;24
10947458;58;25
10947462;90;28
10947482;298;172
10947487;640;248
10947493;901;230
10947499;752;235
10947504;453;225
10947507;608;238
10947511;576;258
10947513;837;288
10947516;677;223
10947517;480;185
10947518;517;228
10947521;800;239
10947524;592;243
10947526;565;206
10947530;464;219
10947531;570;197
10947532;512;219
10947533;469;195
10947535;810;228
10947537;522;207
10947540;410;193
10947541;490;231
10947545;650;263
10947546;1109;293
10947547;474;193
10947549;1168;591
10947550;1146;593
10947551;1141;603
10947552;1221;546
10947553;1168;551
10947555;1072;510
10947556;1013;577
10947557;1136;589
10947560;1125;556
10947561;1205;535
10947564;112;28
10947565;106;26
10947566;101;28
10947567;90;26
10947568;341;236
10947572;837;400
10947575;768;375
10947578;944;388
10947583;1642;333
10947585;400;182
10947586;501;284
10947587;442;192
10947588;565;259
10947592;709;272
10947593;565;277
10947594;592;237
10947595;608;256
10947596;640;280
10947598;789;274
10947599;848;276
10947600;485;233
10947602;309;241
10947603;117;26
10947604;133;29
10947605;101;26
10947607;117;27
10947610;32;24
10947611;58;27
10947612;42;27
10947614;122;27
10947619;64;28
10947627;96;27
10947648;69;26
10947667;80;28
10947679;122;27
10947698;69;27
10947711;74;25
10947716;85;27
10947719;106;29
10947725;96;27
10947730;90;30
10947733;112;29
10947738;53;25
10947741;90;31
10947757;112;31
10947760;58;26
10947763;213;181
10947764;704;226
10947765;554;214
10947766;442;222
10947768;672;214
10947769;533;190
10947772;656;246
10947773;698;226
10947774;768;259
10947777;442;126
10947779;501;232
10947780;480;249
10947781;1141;253
10947782;917;385
10947785;1125;535
10947786;1018;495
10947787;1141;564
10947790;1002;551
10947792;1066;554
10947793;1285;566
10947794;1237;503
10947795;1018;514
10947798;944;555
10947799;1088;571
10947800;362;227
10947804;976;445
10947805;901;423
10947806;960;450
10947809;970;465
10947810;1018;440
10947812;1168;465
10947815;1002;466
10947816;933;457
10947817;1093;474
10947818;842;452
10947819;789;380
10947822;570;262
10947823;1434;244
10947825;522;213
10947826;266;108
10947827;906;343
10947830;672;231
10947831;202;146
10947834;106;28
10947839;32;23
10947842;74;27
10947849;37;23
10947854;85;28
10947861;96;24
10947864;122;32
10947867;74;27
10947870;42;24
10947873;101;29
10947876;74;29
10947881;58;27
10947886;154;91
10947887;501;254
10947891;1968;298
10947892;160;92
10947893;293;143
10947896;426;194
10947899;426;222
10947901;1157;615
10947903;1184;517
10947907;1242;590
10947909;1152;550
10947913;1093;509
10947916;1178;532
10947918;1397;650
10947919;1194;591
10947922;1184;577
10947926;341;276
10947928;122;28
10947929;106;28
10947931;122;26
10947933;101;26
10947936;42;21
10947942;64;26
10947947;74;27
10947949;90;28
10947952;80;31
10947956;74;30
10947965;122;33
10947973;74;22
10947977;58;29
10947985;85;30
10947991;101;26
10947996;90;24
10947997;80;28
10947999;80;28
10948000;48;23
10948005;74;29
10948007;64;26
10948011;96;27
10948015;64;25
10948020;96;31
10948025;74;27
10948030;80;29
10948035;85;29
10948040;90;28
10948044;53;25
10948047;64;28
10948052;96;29
10948055;85;27
10948058;96;31
10948059;1189;515
10948062;1146;509
10948063;1034;520
10948065;1018;543
10948066;1157;560
10948068;1317;556
10948069;1141;545
10948071;1072;521
10948072;160;84
10948073;128;27
10948074;122;29
10948080;32;23
10948083;122;28
10948091;21;18
10948094;80;28
10948097;37;22
10948101;74;24
10948104;170;125
10948106;394;179
10948109;821;219
10948110;714;243
10948111;917;416
10948114;746;373
10948115;949;433
10948117;629;287
10948120;106;27
10948126;26;21
10948130;901;428
10948132;762;371
10948138;650;229
10948142;634;228
10948144;565;291
10948148;1002;381
10948151;1029;448
10948154;928;463
10948156;890;407
10948157;517;223
10948160;432;182
10948163;341;151
10948167;517;257
10948169;720;283
10948171;538;247
10948174;608;264
10948175;629;274
10948178;746;273
10948179;672;235
10948181;576;226
10948182;218;159
10948184;144;30
10948186;106;26
10948188;138;26
10948191;106;26
10948195;53;24
10948198;85;31
10948200;69;26
10948205;80;26
10948209;80;30
10948213;96;27
10948217;96;27
10948221;90;28
10948224;32;25
10948227;101;29
10948236;101;26
10948239;74;27
10948243;101;30
10948250;106;28
10948266;117;29
10948270;112;32
10948274;96;27
10948283;53;24
10948288;112;32
10948293;80;25
10948298;112;27
10948305;80;28
10948309;96;25
10948314;48;27
10948322;90;30
10948329;37;22
10948335;32;20
10948340;32;23
10948349;96;27
10948360;80;26
10948376;64;26
10948381;74;28
10948387;26;23
10948396;74;21
10948401;709;217
10948406;410;207
10948407;570;224
10948410;421;207
10948411;656;251
10948412;608;250
10948413;714;293
10948416;256;117
10948418;389;193
10948423;976;509
10948426;1136;554
10948429;1109;588
10948431;1413;590
10948432;1440;556
10948434;1024;517
10948436;1226;572
10948437;1141;609
10948443;176;84
10948448;101;28
10948449;474;238
10948451;832;367
10948452;805;398
10948454;800;362
10948456;837;380
10948457;704;381
10948458;405;200
10948460;672;119
